source_path,target_path,classification,content_relation,recommended_action,risk_level,reason,validation_required,final_action
flutter_app/lib/core/auth/auth_provider.dart,flutter_app/lib/core/auth/auth_provider.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/core/models/models.dart,flutter_app/lib/core/models/models.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/core/models/models.freezed.dart,flutter_app/lib/core/models/models.freezed.dart,"present in both, different / generated or cached",diverged from common ancestor,KEEP_TARGET,medium,generated by build_runner from TARGET models.dart; regeneration is authoritative (rule 19); SOURCE version matches SOURCE models and is incompatible,none,KEEP_TARGET
flutter_app/lib/core/models/models.g.dart,flutter_app/lib/core/models/models.g.dart,"present in both, different / generated or cached",diverged from common ancestor,KEEP_TARGET,medium,generated; consistent with TARGET models.dart,none,KEEP_TARGET
flutter_app/lib/core/repositories/repositories.dart,flutter_app/lib/core/repositories/repositories.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/core/roster_sync/roster_sync_bootstrap.dart,flutter_app/lib/core/roster_sync/roster_sync_bootstrap.dart,"present in both, different / conflicting implementation",diverged from common ancestor,KEEP_TARGET,high,SOURCE uncommitted change gates roster sync on approved-account custom claims; TARGET implemented its own approval-flow stabilization (commit 6c6ac2d); merging could double-gate or conflict; SOURCE copy archived + flagged for manual review,none,KEEP_TARGET
flutter_app/lib/core/services/ai_service.dart,flutter_app/lib/core/services/ai_service.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/core/services/ai_status_service.dart,flutter_app/lib/core/services/ai_status_service.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,SOURCE removed displayName getter as part of its own refactor line; TARGET code (profile_screen) still uses it,none,KEEP_TARGET
flutter_app/lib/core/services/queue_sync_service.dart,flutter_app/lib/core/services/queue_sync_service.dart,"present in both, different / conflicting implementation",diverged from common ancestor,KEEP_TARGET,medium,SOURCE turns silent no-op offline replays into UnsupportedError throws and unwires cancelTrade replay that TARGET has wired; behavioral regression risk for TARGET; SOURCE copy archived,none,KEEP_TARGET
flutter_app/lib/features/admin/knowledge_center/screens/upload_document_screen.dart,flutter_app/lib/features/admin/knowledge_center/screens/upload_document_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,namespace-style difference only (fp. prefix vs hide FileType); TARGET compiles,none,KEEP_TARGET
flutter_app/lib/features/intelligence/screens/intelligence_hub_screen.dart,flutter_app/lib/features/intelligence/screens/intelligence_hub_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/features/intelligence/services/intelligence_service.dart,flutter_app/lib/features/intelligence/services/intelligence_service.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/features/layover/screens/recommendation_detail_screen.dart,flutter_app/lib/features/layover/screens/recommendation_detail_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,SOURCE refactor (public BadgesRow) tied to its own file set; TARGET consistent as-is,none,KEEP_TARGET
flutter_app/lib/features/layover/widgets/recommendation_card.dart,flutter_app/lib/features/layover/widgets/recommendation_card.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,same refactor pair as recommendation_detail_screen,none,KEEP_TARGET
flutter_app/lib/features/lines/line_detail_screen.dart,flutter_app/lib/features/lines/line_detail_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork (line filters),none,KEEP_TARGET
flutter_app/lib/features/lines/lines_screen.dart,flutter_app/lib/features/lines/lines_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork (line filters),none,KEEP_TARGET
flutter_app/lib/features/onboarding/profile_setup_screen.dart,flutter_app/lib/features/onboarding/profile_setup_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/features/profile/profile_screen.dart,flutter_app/lib/features/profile/profile_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,uses displayName getter TARGET keeps; SOURCE variant belongs to SOURCE refactor line,none,KEEP_TARGET
flutter_app/lib/features/rest_legality/widgets/legality_card.dart,flutter_app/lib/features/rest_legality/widgets/legality_card.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,formatting-only difference,none,KEEP_TARGET
flutter_app/lib/features/trades/trade_detail_screen.dart,flutter_app/lib/features/trades/trade_detail_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET keeps labelAr strings; SOURCE blanked them — likely its own i18n cleanup; cosmetic,none,KEEP_TARGET
flutter_app/lib/features/trades/trade_initiate_screen.dart,flutter_app/lib/features/trades/trade_initiate_screen.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,same as trade_detail,none,KEEP_TARGET
flutter_app/lib/firebase_options.dart,flutter_app/lib/firebase_options.dart,"present in both, different / configuration",diverged from common ancestor,KEEP_TARGET,high,TARGET holds real najm-dev-9159c web client config; SOURCE holds REPLACE_WITH_ placeholders; rule 13 forbids replacing production config with placeholders,none,KEEP_TARGET
flutter_app/lib/main.dart,flutter_app/lib/main.dart,"present in both, different / source code",diverged from common ancestor,MERGE,medium,"adopted SOURCE version: adds USE_FIREBASE_EMULATORS compile-time-gated emulator wiring (default false, production path unchanged — still DefaultFirebaseOptions) required by the added E2E suite; remainder of diff is comments",flutter analyze + flutter test + release web build,MERGE
flutter_app/lib/shared/l10n/app_en.arb,flutter_app/lib/shared/l10n/app_en.arb,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,two strings differ in apostrophe style only,none,KEEP_TARGET
flutter_app/lib/shared/widgets/main_shell.dart,flutter_app/lib/shared/widgets/main_shell.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
flutter_app/lib/shared/widgets/shared_widgets.dart,flutter_app/lib/shared/widgets/shared_widgets.dart,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,import-order difference only,none,KEEP_TARGET
flutter_app/pubspec.lock,flutter_app/pubspec.lock,"present in both, different / configuration",diverged from common ancestor,KEEP_TARGET,medium,TARGET lockfile is what TARGET currently builds/deploys with; no pubspec.yaml difference exists to justify adopting SOURCE lock,none,KEEP_TARGET
flutter_app/web/index.html,flutter_app/web/index.html,"present in both, different / configuration",diverged from common ancestor,KEEP_TARGET,low,TARGET uses the newer non-deprecated mobile-web-app-capable meta,none,KEEP_TARGET
python_services/ai/nlp_router.py,python_services/ai/nlp_router.py,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,"TARGET adds GLM provider support (AI_PROVIDER switch, glm_client); SOURCE predates it",none,KEEP_TARGET
python_services/ai/status_router.py,python_services/ai/status_router.py,"present in both, different / source code",diverged from common ancestor,MERGE,low,adopted SOURCE version: additive graceful degradation when Firestore unreachable (db=None -> knowledge_base 'unavailable' instead of 500),pytest run,MERGE
python_services/main.py,python_services/main.py,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
python_services/parser/pdf_parser.py,python_services/parser/pdf_parser.py,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
python_services/tests/conftest.py,python_services/tests/conftest.py,"present in both, different / test-only",diverged from common ancestor,MERGE,low,adopted SOURCE version: adds pytest.run_async shim (offline-harness compatibility); purely additive,pytest run,MERGE
python_services/tests/unit/test_roster_sync.py,python_services/tests/unit/test_roster_sync.py,"present in both, different / test-only",diverged from common ancestor,MERGE,low,adopted SOURCE version: hardens repo-scan test to skip vendored/build dirs; purely additive to the skip list,pytest run,MERGE
python_services/utils/auth.py,python_services/utils/auth.py,"present in both, different / source code",diverged from common ancestor,KEEP_TARGET,low,TARGET evolved after fork,none,KEEP_TARGET
python_services/utils/firebase.py,python_services/utils/firebase.py,"present in both, different / source code",diverged from common ancestor,MERGE,low,adopted SOURCE version: additive emulator-aware Firebase Admin init (anonymous credentials ONLY when *_EMULATOR_HOST set); explicit-key and ADC production paths unchanged,pytest run; code path review,MERGE
,.env.local,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/extracts/line_detail_section.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/extracts/lines_screen_section.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/extracts/routes_nav_section.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/extracts/section_map.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/product_audit_report.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/product_audit_report_grep.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/run_product_audit.sh,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,AUDIT/product_recovery/run_product_audit_grep.sh,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,LOCAL_RUN.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,admin_panel/server.js,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/.gitignore,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/build.gradle.kts,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/google-services.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/debug/AndroidManifest.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
